text,intent_name,category,pred,confidence,correct,batch
order everything that's on my list for shopping,order,order_management,order,0.699318028084087,1,0
yesterday what did i spend on lunch,spending_history,payments_billing,spending_history,0.5043927894114717,1,0
what did i spend at the grocery store yesterday,spending_history,payments_billing,spending_history,0.4669082289281509,1,0
can you book a table at the restaurant for me and my husband,restaurant_reservation,order_management,restaurant_reservation,0.559722818993464,1,0
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,restaurant_reservation,order_management,restaurant_reservation,0.5725522224570992,1,0
i think i need to make a reservation for 8 pm at red robin for 3,restaurant_reservation,order_management,restaurant_reservation,0.7124109051810644,1,0
will you make sure robert has a reservation at ruth's steakhouse,confirm_reservation,order_management,restaurant_reservation,0.1956628458030004,0,0
pay the cable bill with my visa card,pay_bill,payments_billing,pay_bill,0.3660266153434541,1,0
because of circumstances i don't need my reservation anymore,cancel_reservation,order_management,cancel_reservation,0.3380943377139699,1,0
what potential hazards are there for going to spain,travel_alert,delivery_logistics,oos,0.11510416447938662,0,0
how come my card was not accepted yesterday,card_declined,payments_billing,card_declined,0.4894006532696557,1,0
who do i complain to about my luggage not arriving at the airport,lost_luggage,delivery_logistics,lost_luggage,0.9157042214246128,1,0
i want to initiate a transfer from one account to the other,transfer,payments_billing,transfer,0.7384855369725412,1,0
help me get my pay check deposited directly to my home checking account,direct_deposit,payments_billing,pay_bill,0.3397930976626404,0,0
retrieve my recent transactions,transactions,payments_billing,transactions,0.9035776967831453,1,0
what do i do to have my paycheck deposited directly in my account,direct_deposit,payments_billing,direct_deposit,0.32380625556348064,1,0
remove my dinner reservation,cancel_reservation,order_management,cancel_reservation,0.6609364314793544,1,0
check travel alerts for kenya,travel_alert,delivery_logistics,travel_alert,0.78918047382157,1,0
i need $20000 transferred from my savings to my checking,transfer,payments_billing,transfer,0.4658656791492469,1,1
"i want to pay my bill, please",pay_bill,payments_billing,pay_bill,0.8442877915747731,1,1
i need help paying my rent bill,pay_bill,payments_billing,pay_bill,0.5260242212016166,1,1
i would like to make a transfer,transfer,payments_billing,transfer,0.21723619432144628,1,1
my card isn't working,damaged_card,complaints_security,damaged_card,0.32870469892572035,1,1
i need a reminder,reminder_update,scheduling,reminder_update,0.43409599699781615,1,1
i need you to remind me to get something done,reminder_update,scheduling,reminder_update,0.6949899666457509,1,1
what is apple's stock,oos,out_of_scope,oos,0.20323846796957618,1,1
does south korea have any travel alerts i should be aware of,travel_alert,delivery_logistics,travel_alert,0.8273029484270042,1,1
i need you to reserve a table for 6:00 pm for three at devon's seafood,restaurant_reservation,order_management,restaurant_reservation,0.6793523162371162,1,1
are there travel alerts for europe,travel_alert,delivery_logistics,travel_alert,0.9835570705733508,1,1
at walmart my card got declined when i was buyng qtips,card_declined,payments_billing,card_declined,0.7703115004478847,1,1
pay my water bill with my charles schwab account,pay_bill,payments_billing,pay_bill,0.43254527682872834,1,1
can you undo the reservation,cancel_reservation,order_management,cancel_reservation,0.6665502235670101,1,1
what year was saxaphone first played,oos,out_of_scope,oos,0.27917894428821216,1,1
cancel my 8:00 pm prime rib reservation,cancel_reservation,order_management,cancel_reservation,0.22954766608393498,1,1
how can i become an aerospace engineer,oos,out_of_scope,oos,0.1261598874012592,1,1
send money from one account to another,transfer,payments_billing,transfer,0.8113497409206232,1,1
i'm out of paper towels so will you order me some more,order,order_management,order,0.3594202624723559,1,1
please go through my reminder list and tell me what's on it,reminder,scheduling,reminder,0.8710597283425183,1,1
i want to cancel the reservation for mercury at the ritz,cancel_reservation,order_management,cancel_reservation,0.6577889236753196,1,1
"ai, shut up",cancel,order_management,cancel,0.1410388818698077,1,1
i just used up my toothpaste and need you to order more,order,order_management,order,0.24872000146976425,1,1
send $100 from paypal to my bank,transfer,payments_billing,transfer,0.1781604820332679,1,1
i'm out of toothpaste so will you order me some more,order,order_management,order_status,0.6899657304246488,0,1
i think my luggage got lost,lost_luggage,delivery_logistics,lost_luggage,0.6056384712749432,1,1
when is my car insurance due,bill_due,payments_billing,bill_due,0.2134866981973158,1,1
i'm making a purchase and need the help of ai,order,order_management,pay_bill,0.16928610446653292,0,1
what reminders did i have,reminder,scheduling,reminder,0.7073044662082733,1,1
i need to report a new card please the atm hurt mine,damaged_card,complaints_security,damaged_card,0.6210924572800267,1,1
do i have reservations at o'neal's at 3 pm,confirm_reservation,order_management,confirm_reservation,0.4727686264865402,1,1
is the bachelor on tonight,oos,out_of_scope,cancel_reservation,0.1223029585918508,0,1
can you alert me when my phone bill is due,bill_due,payments_billing,travel_alert,0.11456153307496074,0,1
change my reservation with carl at umami to canceled,cancel_reservation,order_management,cancel_reservation,0.24931916410367316,1,1
what percentage of species display cold blooded traits,oos,out_of_scope,oos,0.14553440430482611,1,1
can you cancel,cancel,order_management,cancel,0.479344548187563,1,1
what is the status of my delivery order,order_status,order_management,order_status,0.786643986692877,1,1
what's the alma mater of the man that started youtube,oos,out_of_scope,oos,0.17339984517367962,1,1
look up the status of the order i placed online,order_status,order_management,order_status,0.5482558231137815,1,1
i want to pay that bill now,pay_bill,payments_billing,pay_bill,0.8442877915747731,1,1
can you walk me through setting up direct deposits to my bank of internet savings account,direct_deposit,payments_billing,direct_deposit,0.2198848601610355,1,1
i need to pay this month's tv subscription fee,pay_bill,payments_billing,pay_bill,0.2859122682935931,1,1
how many more days before my verizon bill is due,bill_due,payments_billing,oos,0.10945340303363921,0,1
what has gas cost me this week,spending_history,payments_billing,bill_due,0.18380039889226232,0,1
my card was declined at the casino and i'm wondering why,card_declined,payments_billing,card_declined,0.8100194078588878,1,1
i wanna pay my cable bill from my checking account,pay_bill,payments_billing,pay_bill,0.6083190173207862,1,1
can you read me the last text,oos,out_of_scope,reminder,0.20236054500972975,0,1
i was at zales trying to buy a ring and my card got declined,card_declined,payments_billing,card_declined,0.9123318488362006,1,1
put $40 from account a to b,transfer,payments_billing,transfer,0.2796222807404352,1,1
"before i pay my capital one, what are the most recent transactions i've made",transactions,payments_billing,transactions,0.6247830399393091,1,1
i need you to book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation,order_management,restaurant_reservation,0.6397553886203804,1,1
due to fraudulent activity on my card i need to make a report,report_fraud,complaints_security,report_fraud,0.6541879442915087,1,1
how much is 1 share of aapl,oos,out_of_scope,oos,0.16978530948209636,1,1
track my package please,order_status,order_management,order_status,0.7391096231248895,1,1
i would like you to secure a 4:30 pm reservation for five people at morton's steakhouse,restaurant_reservation,order_management,restaurant_reservation,0.2811805978821544,1,2
i need help paying my water bill,pay_bill,payments_billing,pay_bill,0.5751567675197409,1,2
can i initiate a one-time transfer from my savings account to my money market account,transfer,payments_billing,transfer,0.7322199429083572,1,2
"i need to report fraudulent activity on my visa card, please",report_fraud,complaints_security,report_fraud,0.8119632255690845,1,2
destroy process,cancel,order_management,cancel,0.25601133463081194,1,2
show me my transactions on mcdonalds,transactions,payments_billing,transactions,0.544367142159241,1,2
book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation,order_management,restaurant_reservation,0.6410192121521419,1,2
i need to take out the trash please remind me,reminder_update,scheduling,reminder_update,0.6526942679639712,1,2
i submitted my order is there any updates on it yet,order_status,order_management,order_status,0.6899657304246488,1,2
set my paycheck up for direct deposit,direct_deposit,payments_billing,direct_deposit,0.9311652058792493,1,2
how fast does an airplane travel,oos,out_of_scope,travel_alert,0.7986829931075617,0,2
"stop working on it, i need something else",cancel,order_management,cancel,0.32457799108330737,1,2
what amount did i spend for food on chase visa on current bill,transactions,payments_billing,spending_history,0.393472725531352,0,2
is there a travel alert for [country],travel_alert,delivery_logistics,travel_alert,0.6804296410389231,1,2
what is the next football game,oos,out_of_scope,oos,0.1758782719255192,1,2
can you confirm i have a reservation at 5 pm on march 13th,confirm_reservation,order_management,confirm_reservation,0.8848395534965543,1,2
my card is damaged and no longer function,damaged_card,complaints_security,damaged_card,0.4271722153209349,1,2
can i safely travel to brazil,travel_alert,delivery_logistics,travel_alert,0.4928056228164583,1,2
how many sides are in a hexagon,oos,out_of_scope,oos,0.1261598874012592,1,2
please show me my recent transaction,transactions,payments_billing,transactions,0.8164141816537727,1,2
"unfortunately, my card is damaged and unusable",damaged_card,complaints_security,damaged_card,0.5427725760784393,1,2
i need to report a bent card,damaged_card,complaints_security,damaged_card,0.6490801974421783,1,2
inform me if there's a travel alert for the country,travel_alert,delivery_logistics,travel_alert,0.6804296410389231,1,2
walk me through the items on my reminder list,reminder,scheduling,reminder,0.681421597271433,1,2
i really need to know why my card was denied,card_declined,payments_billing,card_declined,0.14503576446210115,1,2
will you check there is a reservation for laura at black pearl,confirm_reservation,order_management,confirm_reservation,0.4864588206808977,1,2
tell me why my card was declined yesterday,card_declined,payments_billing,card_declined,0.9062645292966348,1,2
can you assist me with reporting that the atm nicked my card,damaged_card,complaints_security,damaged_card,0.27576836383382214,1,2
could you please reorder me some lysol,order,order_management,order,0.14089249179061633,1,2
i got to vegas airport but my bags didn't,lost_luggage,delivery_logistics,lost_luggage,0.2606226858891612,1,2
i want to see my reminder list,reminder,scheduling,reminder,0.7856631500495256,1,2
i'd really like to pay this bill,pay_bill,payments_billing,pay_bill,0.29859887170449767,1,2
i need to report fraudulent activity on my mastercard,report_fraud,complaints_security,report_fraud,0.7974341951031829,1,2
has my ordered arrived,order_status,order_management,order_status,0.13884581005950783,1,2
i need you to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation,order_management,restaurant_reservation,0.7168422361269848,1,2
does spain have any travel alerts i should be aware of,travel_alert,delivery_logistics,travel_alert,0.8155700718234472,1,2
please order me everything that is on my shopping list,order,order_management,order,0.8913825132722192,1,2
quit what you are doing,cancel,order_management,cancel,0.3234006892962969,1,2
on my card what all are my latest transactions,transactions,payments_billing,transactions,0.5002228147116978,1,2
can you get me a table for 6 at mark's at 11am,restaurant_reservation,order_management,restaurant_reservation,0.360682997879232,1,2
is the packaged delivered already,order_status,order_management,order_status,0.19292713157529282,1,2
can you confirm my reservation for donnobys at 5:00,confirm_reservation,order_management,confirm_reservation,0.9338650625654082,1,2
is the stock market up or down today,oos,out_of_scope,oos,0.21587485420410618,1,2
just trash the reservation i made please,cancel_reservation,order_management,cancel_reservation,0.1756833714856007,1,2
what date do i have to pay my bill,bill_due,payments_billing,bill_due,0.6428605703362792,1,2
are there any travel alerts in that region,travel_alert,delivery_logistics,travel_alert,0.9835570705733508,1,2
why did macy's decline my card,card_declined,payments_billing,card_declined,0.3714487752874923,1,2
i want to report fraudulent activity on my card,report_fraud,complaints_security,report_fraud,0.833570662275178,1,2
does a travel alert exist for that country,travel_alert,delivery_logistics,travel_alert,0.7812031567048237,1,2
how much is an overdraft fee for bank,oos,out_of_scope,transfer,0.12189317285551485,0,2
deposit ten bucks from my chase account to my ally account,transfer,payments_billing,transfer,0.26129662993644803,1,2
negate last command,cancel,order_management,cancel,0.2037728700955316,1,2
i damaged the card; can you replace the card,damaged_card,complaints_security,damaged_card,0.7857822110834909,1,2
what day is the bill due,bill_due,payments_billing,bill_due,0.4071293621387423,1,2
help me figure out where this fraudulent transaction from google came from on my account,report_fraud,complaints_security,report_fraud,0.48808407209686033,1,3
please give me a rundown of my reminder list,reminder,scheduling,reminder,0.8710155376211444,1,3
please go ahead and make my student loan payment,pay_bill,payments_billing,pay_bill,0.12515773769321392,1,3
when was hulu created,oos,out_of_scope,oos,0.18576113397455907,1,3
why was my card declined,card_declined,payments_billing,card_declined,0.9652539474039485,1,3
"the magnetic strip on my card is scratched, let the card company know",damaged_card,complaints_security,damaged_card,0.5360043022425282,1,3
where should i look for when my gas bill is due,bill_due,payments_billing,bill_due,0.14863493232826644,1,3
how much did i spend on movies last week,spending_history,payments_billing,spending_history,0.6905005904739693,1,3
how much did i spend on gas the past month,spending_history,payments_billing,spending_history,0.5458446138515074,1,3
what stage of evolution am i,oos,out_of_scope,oos,0.14825682935914247,1,3
what's the total amount i've spent eating out in the last two weeks,spending_history,payments_billing,spending_history,0.4622416398279884,1,3
discontinue please,cancel,order_management,oos,0.11994355695111568,0,3
is my card working properly,card_declined,payments_billing,damaged_card,0.44050079594977876,0,3
set a reminder,reminder_update,scheduling,reminder_update,0.9527904789675474,1,3
does russia have any travel alerts i should be aware of,travel_alert,delivery_logistics,travel_alert,0.9062984584921578,1,3
i would like to transfer $5 from savings to checking,transfer,payments_billing,transfer,0.6014218549138192,1,3
"ai, stop!",cancel,order_management,cancel,0.49432329646510015,1,3
how do i fix my card being declined,card_declined,payments_billing,card_declined,0.9652539474039485,1,3
give me information about the soviet union's participation in world war 2,oos,out_of_scope,oos,0.21318382443892056,1,3
will you please confirm my reservation for march 11 at 6:30 pm,confirm_reservation,order_management,confirm_reservation,0.6704817811617261,1,3
can you get me a table for 6 at johnnys,restaurant_reservation,order_management,restaurant_reservation,0.4609143388633919,1,3
what's the typical structure for writing a country song,oos,out_of_scope,oos,0.11745694560608921,1,3
i would like everything on my shopping list ordered,order,order_management,order,0.6543366905714016,1,3
book a reservation for 6 at shakey's under the name jason,restaurant_reservation,order_management,restaurant_reservation,0.28568267970091926,1,3
"where is my luggage, i was on delta flight ab123 out of dc",lost_luggage,delivery_logistics,lost_luggage,0.795981495132586,1,3
does it show me as having a reservation for tomorrow at 5,confirm_reservation,order_management,cancel_reservation,0.13922451890359547,0,3
what is the formula for the surface area of a cylinder,oos,out_of_scope,oos,0.16414595393390782,1,3
set up a reminder that i need to pay my car ins the 23rd,reminder_update,scheduling,reminder_update,0.49258110948411304,1,3
do you know anything about the status of my order,order_status,order_management,order_status,0.7367818219802688,1,3
what is npr reporting on right now,oos,out_of_scope,oos,0.136205111294282,1,3
when's my heater bill due,bill_due,payments_billing,oos,0.1261598874012592,0,3
what's the biggest saas marketing company in the united states,oos,out_of_scope,oos,0.21448777738349417,1,3
how do i report my card if it got cut in half,damaged_card,complaints_security,damaged_card,0.651233001236137,1,3
i need to make a reminder please,reminder_update,scheduling,reminder_update,0.6215411760758695,1,3
what do i want to remember,reminder,scheduling,reminder,0.2748341710954307,1,3
use my savings account to the pay the rent,pay_bill,payments_billing,pay_bill,0.2973219495676068,1,3
show me my transactions within the past week,transactions,payments_billing,transactions,0.3882997357935755,1,3
please transfer $250 from checking to savings,transfer,payments_billing,transfer,0.8026034332983131,1,3
does taco house have a reservation for jean,confirm_reservation,order_management,confirm_reservation,0.18799202718603936,1,3
check my reminders for mop the floor,reminder,scheduling,reminder,0.3484770691196636,1,3
please report information about activity on my credit card,report_fraud,complaints_security,damaged_card,0.34754971433037124,0,3
i need a bit of hand holding getting my trash bill paid,pay_bill,payments_billing,oos,0.08633540649749341,0,3
does china have any travel alerts i should be aware of,travel_alert,delivery_logistics,travel_alert,0.894442191733399,1,3
find out why my card declined yesterday,card_declined,payments_billing,card_declined,0.9502451639391305,1,3
can you verify mike has a reservation at black rock at 6 pm,confirm_reservation,order_management,confirm_reservation,0.33430525846113135,1,3
"can you teach me how to set up direct deposit, or show me who can",direct_deposit,payments_billing,direct_deposit,0.9766259854220574,1,3
remind me tommorow at 3pm i have a doctors appointment,reminder_update,scheduling,reminder_update,0.49760334280978674,1,3
what is the solution to the grandfather paradox,oos,out_of_scope,oos,0.1261598874012592,1,3
info on setting up direct deposit,direct_deposit,payments_billing,direct_deposit,0.7572047622984892,1,3
will you confirm my reservation for red robin at 10,confirm_reservation,order_management,confirm_reservation,0.7384393300460531,1,3
track my package now please,order_status,order_management,order_status,0.7391096231248895,1,3
can you check and see i have a reservation under alex for bon apetite,confirm_reservation,order_management,confirm_reservation,0.4864588206808977,1,3
i need to know what i spend on utilities for the last year,spending_history,payments_billing,spending_history,0.1480899720188795,1,3
check the status of my order,order_status,order_management,order_status,0.7759655978875243,1,4
how do i decide on a good first tattoo,oos,out_of_scope,oos,0.17320697039025026,1,4
what's the most dominant scale in bluegrass,oos,out_of_scope,oos,0.14395613773705754,1,4
why was my card not accepted yesterday,card_declined,payments_billing,card_declined,0.6687756030824805,1,4
can you cancel my dinner reservation,cancel_reservation,order_management,cancel_reservation,0.8770245708704701,1,4
are semitic languages harder to learn than arabic languages,oos,out_of_scope,oos,0.1823241813247578,1,4
which marvel character has appeared in the most movies,oos,out_of_scope,oos,0.1861082248064981,1,4
"i don't need my reservation, cancel it",cancel_reservation,order_management,cancel_reservation,0.4912872535805244,1,4
how safe is it to travel to mongolia (how safe is mongolia),travel_alert,delivery_logistics,travel_alert,0.8175405732839591,1,4
what is the most expensive building on wall street,oos,out_of_scope,oos,0.16978530948209636,1,4
can i pay a bill,pay_bill,payments_billing,pay_bill,0.8242753569173882,1,4
my account has a fraudulent transaction i think,report_fraud,complaints_security,report_fraud,0.8904720787477594,1,4
pay the electric bill,pay_bill,payments_billing,pay_bill,0.6320320918140352,1,4
what date is my water bill due,bill_due,payments_billing,bill_due,0.7650762508499479,1,4
send 400 dollars between city bank and usaa accounts,transfer,payments_billing,transfer,0.5388522346876587,1,4
what were those things i was trying to remember,reminder,scheduling,reminder,0.3498587157470649,1,4
quit,cancel,order_management,cancel,0.1906155394585746,1,4
please make me a reservation for monty's at noon for 55555,restaurant_reservation,order_management,restaurant_reservation,0.5122594598411944,1,4
can you order more printer paper,order,order_management,order,0.3594202624723559,1,4
can you make a reservation for me at the restaurant,restaurant_reservation,order_management,restaurant_reservation,0.5628726100957591,1,4
change my seat to an window seat for my flight on monday,oos,out_of_scope,oos,0.15866904072109417,1,4
how many people fall victim to internet scams per year,oos,out_of_scope,oos,0.22305569142061488,1,4
i need to see my shopping transactions,transactions,payments_billing,transactions,0.3690073324246438,1,4
i wish to know why my card was declined yesterday,card_declined,payments_billing,card_declined,0.8658066859335669,1,4
is checking the mail on my list of reminder,reminder,scheduling,reminder,0.2971711208344993,1,4
i need to cancel my reservations,cancel_reservation,order_management,cancel_reservation,0.4827814985926991,1,4
i need to pay my water bill,pay_bill,payments_billing,bill_due,0.38528796834855333,0,4
verify that i have reservations at chilis for john doe,confirm_reservation,order_management,confirm_reservation,0.20947312825051115,1,4
how report that scratched my card,damaged_card,complaints_security,damaged_card,0.805066858798388,1,4
you must reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation,order_management,restaurant_reservation,0.7793766026176379,1,4
how long do chipmunks usually live,oos,out_of_scope,oos,0.22259850688380464,1,4
i want to hear everything on my reminder list,reminder,scheduling,reminder,0.6546617194915109,1,4
which piano is best for classical,oos,out_of_scope,oos,0.24878320052787326,1,4
can you tell where my package is,order_status,order_management,order_status,0.7085508261693745,1,4
when do classes start,oos,out_of_scope,oos,0.18059232087200924,1,4
dont let me forget to do that thing later,reminder_update,scheduling,cancel,0.14057818504591393,0,4
i have charges on my amex card i didn't make,report_fraud,complaints_security,report_fraud,0.16531645597012515,1,4
when is visa due,bill_due,payments_billing,bill_due,0.18857452980946923,1,4
send 20 dollars from savings to checking,transfer,payments_billing,transfer,0.7716338766575785,1,4
can you order more chapstick i am all out,order,order_management,order_status,0.6899657304246488,0,4
set reminder for tomorrow to eat,reminder_update,scheduling,reminder_update,0.7792239664407233,1,4
what do i have on my list of reminders,reminder,scheduling,reminder,0.9342749209891509,1,4
what is the status of my recent order,order_status,order_management,order_status,0.600386602036218,1,4
tell me how to set up a direct deposit,direct_deposit,payments_billing,direct_deposit,0.9084256045500205,1,4
"what you are doing is not actually helpful, please cancel the action",cancel,order_management,cancel,0.6962299611314042,1,4
can you pay the bill now,pay_bill,payments_billing,pay_bill,0.8242753569173882,1,4
i do not have flour so will you order me some more,order,order_management,order,0.3031213400156181,1,4
i'd like to have everything on the shopping list,order,order_management,order,0.6188200401466317,1,4
please find the capital of pakistan and its population,oos,out_of_scope,oos,0.11154117601842711,1,4
please refrain from carrying out the current task,cancel,order_management,cancel,0.4338454781440633,1,4
i would like to check my reservation for jean at taco house,confirm_reservation,order_management,confirm_reservation,0.34502574818155163,1,4
"can i make a reservation for 2 at state bird for 6:30, please",restaurant_reservation,order_management,restaurant_reservation,0.5584353792832211,1,4
can you let me know my latest transactions,transactions,payments_billing,transactions,0.4303835164957977,1,4
how many pokemon are there,oos,out_of_scope,oos,0.16914629842511636,1,4
cancel my party reservation for brad at longhorn,cancel_reservation,order_management,cancel_reservation,0.6563424059557769,1,5
can i cancel my reservation for 4 at red robin,cancel_reservation,order_management,cancel_reservation,0.7032764079712979,1,5
is there anyone available to help pay an internet bill,pay_bill,payments_billing,pay_bill,0.5446151530391814,1,5
my reservation for dinner needs to be canceled,cancel_reservation,order_management,cancel_reservation,0.3289186912850574,1,5
"please cancel what you are doing, i've changed my mind",cancel,order_management,cancel,0.4401762699706991,1,5
book a reservation for 5 at lawry's under the name chris,restaurant_reservation,order_management,restaurant_reservation,0.25623214606266154,1,5
how much is my water bill,bill_due,payments_billing,bill_due,0.3104522187414143,1,5
"can you read my reminder list, please",reminder,scheduling,reminder,0.8024906652722519,1,5
how much have i spent lately on eating out,spending_history,payments_billing,spending_history,0.5708125333243956,1,5
locate lost luggage from flight america airlines in o'hare,lost_luggage,delivery_logistics,lost_luggage,0.6053015591974464,1,5
how many students attend ucsb,oos,out_of_scope,oos,0.1261598874012592,1,5
what is the total i spent on shoes recently,spending_history,payments_billing,spending_history,0.6801818315451348,1,5
is the company party on my list of reminders,reminder,scheduling,reminder,0.6587836952684525,1,5
i need help paying my auto insurance bill,pay_bill,payments_billing,pay_bill,0.5643122995717166,1,5
my luggage was lost on the flight,lost_luggage,delivery_logistics,lost_luggage,0.8902863584267848,1,5
it appears that my luggage has vanished,lost_luggage,delivery_logistics,lost_luggage,0.9774147434104216,1,5
can you see if my order was delivered,order_status,order_management,order_status,0.6978355953841615,1,5
can you show me how to set up my paycheck to be direct deposit to my first hawaiian bank account,direct_deposit,payments_billing,direct_deposit,0.7084459392333209,1,5
how can i set up direct deposit,direct_deposit,payments_billing,direct_deposit,0.9766259854220574,1,5
i need you to send ten dollars from bank of america to capital one,transfer,payments_billing,transfer,0.6080757916739158,1,5
oops cancel that,cancel,order_management,cancel,0.479344548187563,1,5
who is radiohead,oos,out_of_scope,oos,0.14141547429682408,1,5
send over a hundred dollars from huntington into saving,transfer,payments_billing,transfer,0.558195342772622,1,5
report that the card has been wrecked,damaged_card,complaints_security,damaged_card,0.6063212548535916,1,5
what are the steps to set up direct deposit to my chase account,direct_deposit,payments_billing,direct_deposit,0.7875717206304343,1,5
go through all the reminders on my list and state what they are,reminder,scheduling,reminder,0.7475082796093312,1,5
where can i find my recent transaction history,transactions,payments_billing,transactions,0.7322480666322139,1,5
is it legal to breed and sell rabbits without a license,oos,out_of_scope,oos,0.15298406473235954,1,5
any travel advisories for portugal,travel_alert,delivery_logistics,travel_alert,0.9371242907982675,1,5
get my entire shopping list ordered,order,order_management,order,0.618799182097965,1,5
"can i still make changes to my order, or has it already been shipped",order_status,order_management,order_status,0.4610326550590197,1,5
cancel my reservation for chris at jp field's,cancel_reservation,order_management,cancel_reservation,0.8226692224992774,1,5
i'd like to see last week's atm transactions,transactions,payments_billing,transactions,0.4437922038217377,1,5
when is my xfinity bill due,bill_due,payments_billing,oos,0.1261598874012592,0,5
if i got to indonesia is it safe,travel_alert,delivery_logistics,travel_alert,0.25641307907384064,1,5
please make a reservation for us at joy bar for 4 adults,restaurant_reservation,order_management,restaurant_reservation,0.7765636085568823,1,5
i have a great western bank account i want direct deposits to go to,direct_deposit,payments_billing,direct_deposit,0.19653669424224118,1,5
help me tell visa about fraud on my account,report_fraud,complaints_security,report_fraud,0.3063600035285442,1,5
any alerts for travelers to canada,travel_alert,delivery_logistics,travel_alert,0.36489972783489927,1,5
i want to know my recent spending,spending_history,payments_billing,transactions,0.1265186126804465,0,5
can you set me a reminder,reminder_update,scheduling,reminder_update,0.9527904789675474,1,5
when can i expect to receive the order,order_status,order_management,order_status,0.2719444781408408,1,5
"i actually don't want this anymore, please abort",cancel,order_management,cancel,0.5011656126234246,1,5
can you confirm my reservation for torris at 7:00,confirm_reservation,order_management,confirm_reservation,0.9338650625654082,1,5
it seems my luggage was lost,lost_luggage,delivery_logistics,lost_luggage,0.9349625657094494,1,5
i think i have fraud on my account from walmart,report_fraud,complaints_security,report_fraud,0.41745383993806445,1,5
has my recent order shipped,order_status,order_management,order_status,0.41051170131011727,1,5
whats the due date for z bill,bill_due,payments_billing,bill_due,0.3901780735709858,1,5
can you set a reminder for the meeting,reminder_update,scheduling,reminder_update,0.8341151076303196,1,5
make a reminder for me to do my resume,reminder_update,scheduling,reminder_update,0.8291644782317316,1,5
when's the ac bill due,bill_due,payments_billing,oos,0.1261598874012592,0,5
have i been spending a lot on shoes lately,spending_history,payments_billing,spending_history,0.5399063639768146,1,5
i don't know who to notify that i ran my credit card over with the lawn mower,damaged_card,complaints_security,damaged_card,0.25390242783658656,1,5
