customer_id,recency_days,frequency,monetary,avg_order_value,tenure_days,churned,segment,rfm_score,churn_probability,health_score
16537,640.0,1,23.35,23.35,0.0,1,Lost,3,0.7668489273200179,11.7
15455,597.0,1,38.25,38.25,0.0,1,Lost,3,0.7664508007933111,11.7
16219,500.0,1,40.8,40.8,0.0,1,Lost,3,0.7663826176963399,11.7
16867,689.0,1,76.74,76.74,0.0,1,Lost,3,0.7654201656729072,11.7
14786,549.0,1,90.96,90.96,0.0,1,Lost,3,0.7650386040334809,11.7
17319,668.0,1,29.1,29.1,0.0,1,Lost,3,0.7666953438772297,11.7
14007,512.0,1,79.48,79.48,0.0,1,Lost,3,0.7653466773872044,11.7
14743,592.0,1,50.48,50.48,0.0,1,Lost,3,0.7661236633630113,11.7
13172,399.0,1,69.6,69.6,0.0,1,Lost,3,0.7656115893458226,11.7
15250,640.0,1,60.0,60.0,0.0,1,Lost,3,0.7658687948349978,11.7
17249,428.0,1,68.03,68.03,0.0,1,Lost,3,0.7656536665662605,11.7
17336,471.0,1,81.12,81.12,0.0,1,Lost,3,0.7653026840617109,11.7
13469,652.0,1,82.4,82.4,0.0,1,Lost,3,0.7652683438345025,11.7
14190,665.0,1,79.9,79.9,0.0,1,Lost,3,0.7653354113485507,11.7
16028,595.0,1,82.2,82.2,0.0,1,Lost,3,0.7652737097246128,11.7
12776,667.0,1,55.5,55.5,0.0,1,Lost,3,0.765989292430937,11.7
14993,563.0,1,36.13,36.13,0.0,1,Lost,3,0.7665074758145021,11.7
13180,606.0,1,86.1,86.1,0.0,1,Lost,3,0.7651690595288632,11.7
15672,724.0,1,45.3,45.3,0.0,1,Lost,3,0.7662622608310643,11.7
15686,419.0,1,90.0,90.0,0.0,1,Lost,3,0.7650643769994899,11.7
12606,681.0,1,21.0,21.0,0.0,1,Lost,3,0.7669116759464644,11.7
16831,564.0,1,91.8,91.8,0.0,1,Lost,3,0.7650160510812788,11.7
17008,428.0,1,81.36,81.36,0.0,1,Lost,3,0.7652962455344369,11.7
14435,501.0,1,90.42,90.42,0.0,1,Lost,3,0.7650531015679051,11.7
14650,588.0,1,62.5,62.5,0.0,1,Lost,3,0.7658018331144933,11.7
15999,735.0,1,20.4,20.4,0.0,1,Lost,3,0.7669276949884511,11.7
17216,553.0,1,65.05,65.05,0.0,1,Lost,3,0.7657335184649934,11.7
17494,501.0,1,54.7,54.7,0.0,1,Lost,3,0.7660107097161846,11.7
13022,429.0,1,65.3,65.3,0.0,1,Lost,3,0.7657268202059493,11.7
13215,401.0,1,81.6,81.6,0.0,1,Lost,3,0.7652898068847034,11.7
15833,737.0,1,80.4,80.4,0.0,1,Lost,3,0.7653219989087691,11.7
17599,477.0,1,52.05,52.05,0.0,1,Lost,3,0.7660816447492256,11.7
13535,402.0,1,89.5,89.5,0.0,1,Lost,3,0.7650777996434338,11.7
14347,736.0,1,82.6,82.6,0.0,1,Lost,3,0.7652629778593527,11.7
12466,681.0,1,56.73,56.73,0.0,1,Lost,3,0.7659563606991506,11.7
16786,393.0,1,51.84,51.84,0.0,1,Lost,3,0.7660872653771554,11.7
17352,695.0,1,36.25,36.25,0.0,1,Lost,3,0.7665042680498005,11.7
16061,430.0,1,89.65,89.65,0.0,1,Lost,3,0.7650737729060488,11.7
16058,405.0,1,62.7,62.7,0.0,1,Lost,3,0.7657964756025799,11.7
12861,619.0,1,68.25,68.25,0.0,1,Lost,3,0.7656477707110472,11.7
15170,406.0,1,81.15,81.15,0.0,1,Lost,3,0.7653018792524987,11.7
15685,449.0,1,55.98,55.98,0.0,1,Lost,3,0.7659764414063054,11.7
12860,692.0,1,55.47,55.47,0.0,1,Lost,3,0.7659900956037033,11.7
16530,667.0,1,48.35,48.35,0.0,1,Lost,3,0.7661806611246005,11.7
16165,504.0,1,79.9,79.9,0.0,1,Lost,3,0.7653354113485507,11.7
15233,400.0,1,59.4,59.4,0.0,1,Lost,3,0.7658848636698213,11.7
12568,644.0,1,70.0,70.0,0.0,1,Lost,3,0.7656008681970043,11.7
12570,681.0,1,77.52,77.52,0.0,1,Lost,3,0.7653992472752331,11.7
14086,462.0,1,39.95,39.95,0.0,1,Lost,3,0.7664053469327569,11.7
17532,385.0,1,65.34,65.34,0.0,1,Lost,3,0.7657257484721669,11.7
17533,434.0,1,34.8,34.8,0.0,1,Lost,3,0.7665430264879234,11.7
13222,576.0,1,88.5,88.5,0.0,1,Lost,3,0.7651046433370748,11.7
13219,617.0,1,76.23,76.23,0.0,1,Lost,3,0.7654338423873429,11.7
14977,725.0,1,31.93,31.93,0.0,1,Lost,3,0.7666197282725511,11.7
13438,546.0,1,46.5,46.5,0.0,1,Lost,3,0.7662301583901715,11.7
15693,658.0,1,37.5,37.5,0.0,1,Lost,3,0.7664708520120082,11.7
15698,623.0,1,46.2,46.2,0.0,1,Lost,3,0.7662381842876268,11.7
14380,681.0,1,48.96,48.96,0.0,1,Lost,3,0.7661643388082945,11.7
14384,500.0,1,58.5,58.5,0.0,1,Lost,3,0.7659089654862995,11.7
13818,429.0,1,61.28,61.28,0.0,1,Lost,3,0.7658345120948284,11.7
14613,679.0,1,76.32,76.32,0.0,1,Lost,3,0.7654314288896876,11.7
14144,485.0,1,30.6,30.6,0.0,1,Lost,3,0.7666552670578269,11.7
15575,619.0,1,30.1,30.1,0.0,1,Lost,3,0.7666686265297165,11.7
15371,661.0,1,59.4,59.4,0.0,1,Lost,3,0.7658848636698213,11.7
15375,689.0,1,60.96,60.96,0.0,1,Lost,3,0.7658430831065752,11.7
15470,575.0,1,63.42,63.42,0.0,1,Lost,3,0.7657771878552677,11.7
16605,723.0,1,60.48,60.48,0.0,1,Lost,3,0.7658559392158162,11.7
13392,676.0,1,91.14,91.14,0.0,1,Lost,3,0.7650337713842679,11.7
13380,432.0,1,62.4,62.4,0.0,1,Lost,3,0.7658045118385464,11.7
15131,394.0,1,80.28,80.28,0.0,1,Lost,3,0.7653252179427914,11.7
16941,611.0,1,33.0,33.0,0.0,1,Lost,3,0.766591134186284,11.7
16548,598.0,1,30.15,30.15,0.0,1,Lost,3,0.7666672906064712,11.7
14266,427.0,1,40.56,40.56,0.0,1,Lost,3,0.7663890355188546,11.7
13306,429.0,1,53.65,53.65,0.0,1,Lost,3,0.7660388178369718,11.7
12404,681.0,1,63.24,63.24,0.0,1,Lost,3,0.7657820098954617,11.7
16564,568.0,1,87.8,87.8,0.0,1,Lost,3,0.7651234326578341,11.7
15499,723.0,1,161.6,161.6,0.0,1,Lost,3,0.763136770685127,11.8
17467,394.0,1,102.6,102.6,0.0,1,Lost,3,0.7647259509594928,11.8
13312,450.0,1,124.75,124.75,0.0,1,Lost,3,0.7641302016947931,11.8
16547,545.0,1,111.71,111.71,0.0,1,Lost,3,0.7644810534126637,11.8
14318,459.0,1,158.02,158.02,0.0,1,Lost,3,0.7632334095343569,11.8
16944,609.0,1,101.36,101.36,0.0,1,Lost,3,0.7647592713478882,11.8
15635,395.0,1,100.35,100.35,0.0,1,Lost,3,0.7647864089270286,11.8
12692,636.0,1,110.95,110.95,0.0,1,Lost,3,0.7645014906853148,11.8
17273,423.0,1,141.12,141.12,0.0,1,Lost,3,0.7636892423716208,11.8
14773,592.0,1,140.55,140.55,0.0,1,Lost,3,0.7637046060455058,11.8
14683,587.0,1,146.56,146.56,0.0,1,Lost,3,0.7635425789180125,11.8
15761,442.0,1,143.05,143.05,0.0,1,Lost,3,0.76363721638886,11.8
17177,504.0,1,119.5,119.5,0.0,1,Lost,3,0.7642715006178666,11.8
13653,487.0,1,152.2,152.2,0.0,1,Lost,3,0.7633904570949396,11.8
17487,727.0,1,160.55,160.55,0.0,1,Lost,3,0.7631651173005071,11.8
14943,662.0,1,107.62,107.62,0.0,1,Lost,3,0.7645910237401812,11.8
17390,420.0,1,149.3,149.3,0.0,1,Lost,3,0.7634686841964995,11.8
16578,625.0,1,156.6,156.6,0.0,1,Lost,3,0.7632717336108819,11.8
15991,533.0,1,150.55,150.55,0.0,1,Lost,3,0.7634349678072533,11.8
12387,414.0,1,143.94,143.94,0.0,1,Lost,3,0.7636132224683096,11.8
15479,732.0,1,147.4,147.4,0.0,1,Lost,3,0.7635199267557973,11.8
16694,722.0,1,98.3,98.3,0.0,1,Lost,3,0.764841483486458,11.8
16724,404.0,1,147.35,147.35,0.0,1,Lost,3,0.7635212751407128,11.8
14394,564.0,1,93.8,93.8,0.0,1,Lost,3,0.7649623475395363,11.8
16288,469.0,1,129.85,129.85,0.0,1,Lost,3,0.7639928838269971,11.8
13794,546.0,1,126.03,126.03,0.0,1,Lost,3,0.7640957427948988,11.8
13793,646.0,1,96.0,96.0,0.0,1,Lost,3,0.7649032638240464,11.8
15846,384.0,1,107.01,107.01,0.0,1,Lost,3,0.7646074221368585,11.8
13053,621.0,1,127.65,127.65,0.0,1,Lost,3,0.7640521257606864,11.8
14391,576.0,1,135.6,135.6,0.0,1,Lost,3,0.7638379984160256,11.8
16687,390.0,1,157.63,157.63,0.0,1,Lost,3,0.76324393558728,11.8
16294,476.0,1,126.05,126.05,0.0,1,Lost,3,0.764095204346977,11.8
12555,681.0,1,129.23,129.23,0.0,1,Lost,3,0.7640095803212551,11.8
15548,595.0,1,158.09,158.09,0.0,1,Lost,3,0.7632315202086375,11.8
14378,621.0,1,131.25,131.25,0.0,1,Lost,3,0.7639551790628546,11.8
16047,681.0,1,107.14,107.14,0.0,1,Lost,3,0.7646039274628772,11.8
14980,736.0,1,150.68,150.68,0.0,1,Lost,3,0.7634314611123652,11.8
17570,381.0,1,100.0,100.0,0.0,1,Lost,3,0.7647958125328307,11.8
15352,548.0,1,114.95,114.95,0.0,1,Lost,3,0.7643939123252782,11.8
16507,571.0,1,152.76,152.76,0.0,1,Lost,3,0.7633753491154645,11.8
16291,681.0,1,117.72,117.72,0.0,1,Lost,3,0.7643193943910475,11.8
16289,461.0,1,136.31,136.31,0.0,1,Lost,3,0.7638188685649892,11.8
13830,581.0,1,156.85,156.85,0.0,1,Lost,3,0.7632649867247044,11.8
13829,420.0,1,102.0,102.0,0.0,1,Lost,3,0.7647420741360834,11.8
14726,654.0,1,124.75,124.75,0.0,1,Lost,3,0.7641302016947931,11.8
17225,581.0,1,131.15,131.15,0.0,1,Lost,3,0.763957872398332,11.8
14604,632.0,1,143.86,143.86,0.0,1,Lost,3,0.7636153792939993,11.8
14588,577.0,1,135.39,135.39,0.0,1,Lost,3,0.7638436563358573,11.8
14374,540.0,1,108.0,108.0,0.0,1,Lost,3,0.7645808079458553,11.8
14955,732.0,1,163.77,163.77,0.0,1,Lost,3,0.7630781802660027,11.8
15927,646.0,1,123.39,123.39,0.0,1,Lost,3,0.7641668104629863,11.8
15926,541.0,1,134.44,134.44,0.0,1,Lost,3,0.7638692505174541,11.8
15924,730.0,1,102.82,102.82,0.0,1,Lost,3,0.7647200389363975,11.8
13241,411.0,1,115.58,115.58,0.0,1,Lost,3,0.7643769656351015,11.8
13779,515.0,1,161.13,161.13,0.0,1,Lost,3,0.7631494594593559,11.8
17056,737.0,1,128.6,128.6,0.0,1,Lost,3,0.7640265452775826,11.8
14637,676.0,1,106.68,106.68,0.0,1,Lost,3,0.7646162930710753,11.8
17202,420.0,1,160.65,160.65,0.0,1,Lost,3,0.7631624177236543,11.8
15328,407.0,1,107.24,107.24,0.0,1,Lost,3,0.7646012392276869,11.8
14084,511.0,1,150.5,150.5,0.0,1,Lost,3,0.7634363165265045,11.8
16486,537.0,1,134.36,134.36,0.0,1,Lost,3,0.7638714057294698,11.8
17543,549.0,1,120.05,120.05,0.0,1,Lost,3,0.7642567006189787,11.8
14822,484.0,1,157.7,157.7,0.0,1,Lost,3,0.7632420463194997,11.8
17541,509.0,1,124.46,124.46,0.0,1,Lost,3,0.7641380083057833,11.8
13191,657.0,1,164.69,164.69,0.0,1,Lost,3,0.7630533370720465,11.8
17199,581.0,1,145.12,145.12,0.0,1,Lost,3,0.7635814077111499,11.8
15082,668.0,1,93.35,93.35,0.0,1,Lost,3,0.764974431577693,11.8
17762,455.0,1,129.75,129.75,0.0,1,Lost,3,0.763995576865159,11.8
17493,384.0,1,100.91,100.91,0.0,1,Lost,3,0.7647713626162601,11.8
14845,599.0,1,150.0,150.0,0.0,1,Lost,3,0.7634498034271444,11.8
14833,498.0,1,94.8,94.8,0.0,1,Lost,3,0.7649354925804637,11.8
13257,435.0,1,149.75,149.75,0.0,1,Lost,3,0.7634565466784605,11.8
17089,385.0,1,128.45,128.45,0.0,1,Lost,3,0.7640305844286582,11.8
16251,511.0,1,128.31,128.31,0.0,1,Lost,3,0.7640343542598826,11.8
13620,527.0,1,112.34,112.34,0.0,1,Lost,3,0.7644641110590258,11.8
17208,395.0,1,115.35,115.35,0.0,1,Lost,3,0.7643831526197149,11.8
15905,542.0,1,114.69,114.69,0.0,1,Lost,3,0.7644009059516174,11.8
14444,455.0,1,132.04,132.04,0.0,1,Lost,3,0.7639339009660197,11.8
16821,381.0,1,113.35,113.35,0.0,1,Lost,3,0.7644369477483938,11.8
17224,500.0,1,100.86,100.86,0.0,1,Lost,3,0.7647727060639598,11.8
15851,526.0,1,109.73,109.73,0.0,1,Lost,3,0.7645342953200068,11.8
15848,621.0,1,139.94,139.94,0.0,1,Lost,3,0.7637210471078093,11.8
14579,431.0,1,105.56,105.56,0.0,1,Lost,3,0.7646463987587946,11.8
16301,736.0,1,107.33,107.33,0.0,1,Lost,3,0.7645988197978484,11.8
15229,585.0,1,160.5,160.5,0.0,1,Lost,3,0.7631664670809752,11.8
14787,470.0,1,110.65,110.65,0.0,1,Lost,3,0.7645095576919665,11.8
12636,738.0,1,141.0,141.0,0.0,1,Lost,3,0.7636924768866064,11.8
14033,554.0,1,109.44,109.44,0.0,1,Lost,3,0.7645420926778091,11.8
16443,520.0,1,162.24,162.24,0.0,1,Lost,3,0.7631194916004838,11.8
15340,561.0,1,105.5,105.5,0.0,1,Lost,3,0.7646480114882733,11.8
17565,586.0,1,131.83,131.83,0.0,1,Lost,3,0.7639395572983044,11.8
12774,535.0,1,98.7,98.7,0.0,1,Lost,3,0.7648307379322757,11.8
12773,563.0,1,124.25,124.25,0.0,1,Lost,3,0.7641436612574055,11.8
13839,485.0,1,139.95,139.95,0.0,1,Lost,3,0.7637207775885674,11.8
13580,405.0,1,107.75,107.75,0.0,1,Lost,3,0.7645875288977027,11.8
17240,595.0,1,130.6,130.6,0.0,1,Lost,3,0.7639726853638535,11.8
13578,408.0,1,147.66,147.66,0.0,1,Lost,3,0.7635129150686865,11.8
14750,735.0,1,112.03,112.03,0.0,1,Lost,3,0.7644724478781,11.8
16664,568.0,1,109.2,109.2,0.0,1,Lost,3,0.7645485455284451,11.8
16663,728.0,1,165.0,165.0,0.0,1,Lost,3,0.7630449655912669,11.8
16662,393.0,1,163.8,163.8,0.0,1,Lost,3,0.7630773701901805,11.8
14187,473.0,1,123.5,123.5,0.0,1,Lost,3,0.764163849605702,11.8
15409,720.0,1,131.25,131.25,0.0,1,Lost,3,0.7639551790628546,11.8
15534,725.0,1,162.25,162.25,0.0,1,Lost,3,0.7631192216078894,11.8
17417,548.0,1,164.18,164.18,0.0,1,Lost,3,0.7630671090644635,11.8
14884,668.0,1,120.6,120.6,0.0,1,Lost,3,0.764241899977522,11.8
16196,488.0,1,93.3,93.3,0.0,1,Lost,3,0.7649757742220311,11.8
17818,737.0,1,130.18,130.18,0.0,1,Lost,3,0.7639839966503861,11.8
12894,574.0,1,157.35,157.35,0.0,1,Lost,3,0.7632514925544067,11.8
15161,387.0,1,119.92,119.92,0.0,1,Lost,3,0.7642601988585248,11.8
15731,553.0,1,125.3,125.3,0.0,1,Lost,3,0.7641153955626248,11.8
17401,540.0,1,114.85,114.85,0.0,1,Lost,3,0.7643966021985582,11.8
17328,672.0,1,104.7,104.7,0.0,1,Lost,3,0.7646695138170201,11.8
17583,559.0,1,135.95,135.95,0.0,1,Lost,3,0.7638285683415433,11.8
15056,519.0,1,133.45,133.45,0.0,1,Lost,3,0.7638959203096153,11.8
13071,611.0,1,129.22,129.22,0.0,1,Lost,3,0.7640098496128598,11.8
15642,729.0,1,105.78,105.78,0.0,1,Lost,3,0.7646404853519264,11.8
17260,410.0,1,120.95,120.95,0.0,1,Lost,3,0.764232481052947,11.8
13084,491.0,1,122.4,122.4,0.0,1,Lost,3,0.7641934570220013,11.8
13076,457.0,1,135.4,135.4,0.0,1,Lost,3,0.763843386913227,11.8
16876,403.0,1,136.01,136.01,0.0,1,Lost,3,0.7638269517312283,11.8
16865,401.0,1,130.95,130.95,0.0,1,Lost,3,0.763963259005577,11.8
13490,653.0,1,154.25,154.25,0.0,1,Lost,3,0.7633351478569697,11.8
17318,724.0,1,164.28,164.28,0.0,1,Lost,3,0.7630644087172942,11.8
17316,419.0,1,124.45,124.45,0.0,1,Lost,3,0.7641382774960799,11.8
14814,580.0,1,160.46,160.46,0.0,1,Lost,3,0.7631675469015298,11.8
17592,738.0,1,148.3,148.3,0.0,1,Lost,3,0.7634956549198095,11.8
15324,700.0,1,140.22,140.22,0.0,1,Lost,3,0.7637135004887784,11.8
16068,593.0,1,122.93,122.93,0.0,1,Lost,3,0.76417919195135,11.8
17395,507.0,1,97.5,97.5,0.0,1,Lost,3,0.7648629735747051,11.8
16630,406.0,1,106.8,106.8,0.0,1,Lost,3,0.7646130673035875,11.8
16651,586.0,1,136.2,136.2,0.0,1,Lost,3,0.7638218324147997,11.8
16645,735.0,1,160.39,160.39,0.0,1,Lost,3,0.7631694365793299,11.8
14207,687.0,1,157.8,157.8,0.0,1,Lost,3,0.7632393473474881,11.8
14366,524.0,1,136.0,136.0,0.0,1,Lost,3,0.7638272211668117,11.8
12467,422.0,1,132.8,132.8,0.0,1,Lost,3,0.7639134296473736,11.8
15742,618.0,1,156.87,156.87,0.0,1,Lost,3,0.7632644469680798,11.8
13714,464.0,1,161.35,161.35,0.0,1,Lost,3,0.7631435200914798,11.8
17751,420.0,1,157.86,157.86,0.0,1,Lost,3,0.7632377279540941,11.8
12992,724.0,1,93.35,93.35,0.0,1,Lost,3,0.764974431577693,11.8
17149,450.0,1,143.1,143.1,0.0,1,Lost,3,0.7636358684603792,11.8
17784,549.0,1,112.86,112.86,0.0,1,Lost,3,0.7644501262588721,11.8
17605,589.0,1,160.75,160.75,0.0,1,Lost,3,0.76315971812558,11.8
13968,422.0,1,123.66,123.66,0.0,1,Lost,3,0.7641595428583188,11.8
16896,554.0,1,103.95,103.95,0.0,1,Lost,3,0.7646896710151028,11.8
15317,676.0,1,129.75,129.75,0.0,1,Lost,3,0.763995576865159,11.8
15305,554.0,1,93.6,93.6,0.0,1,Lost,3,0.7649677182762981,11.8
13586,540.0,1,131.53,131.53,0.0,1,Lost,3,0.7639476376105402,11.8
16973,385.0,1,127.0,127.0,0.0,1,Lost,3,0.7640696270921087,11.8
14574,732.0,1,143.7,143.7,0.0,1,Lost,3,0.7636196929046165,11.8
14571,424.0,1,161.65,161.65,0.0,1,Lost,3,0.7631354207879404,11.8
16886,455.0,1,134.0,134.0,0.0,1,Lost,3,0.7638811040153597,11.8
13903,399.0,1,165.45,165.45,0.0,1,Lost,3,0.7630328130788946,11.8
15285,407.0,1,94.92,94.92,0.0,1,Lost,3,0.7649322698425467,11.8
14516,515.0,1,163.92,163.92,0.0,1,Lost,3,0.7630741298677943,11.8
15868,582.0,1,94.53,94.53,0.0,1,Lost,3,0.7649427436288738,11.8
17275,382.0,1,114.52,114.52,0.0,1,Lost,3,0.7644054786296519,11.8
16371,448.0,1,157.2,157.2,0.0,1,Lost,3,0.7632555408612078,11.8
14509,533.0,1,110.95,110.95,0.0,1,Lost,3,0.7645014906853148,11.8
16397,627.0,1,127.88,127.88,0.0,1,Lost,3,0.7640459327669438,11.8
12661,435.0,1,162.0,162.0,0.0,1,Lost,3,0.7631259713590861,11.8
16410,733.0,1,130.32,130.32,0.0,1,Lost,3,0.7639802262631663,11.8
17304,533.0,1,111.5,111.5,0.0,1,Lost,3,0.7644867006764873,11.8
16064,724.0,1,111.0,111.0,0.0,1,Lost,3,0.7645001461656156,11.8
14999,592.0,1,129.48,129.48,0.0,1,Lost,3,0.7640028479621156,11.8
15892,668.0,1,128.2,128.2,0.0,1,Lost,3,0.7640373162409282,11.8
13119,668.0,1,134.9,134.9,0.0,1,Lost,3,0.7638568577846271,11.8
16396,475.0,1,137.8,137.8,0.0,1,Lost,3,0.7637787193410395,11.8
16925,539.0,1,125.65,125.65,0.0,1,Lost,3,0.7641059731439968,11.8
16082,669.0,1,106.75,106.75,0.0,1,Lost,3,0.7646144113770925,11.8
17280,437.0,1,118.86,118.86,0.0,1,Lost,3,0.7642887216258505,11.8
13125,523.0,1,158.57,158.57,0.0,1,Lost,3,0.7632185645521319,11.8
15875,645.0,1,111.72,111.72,0.0,1,Lost,3,0.7644807844930017,11.8
17657,429.0,1,126.0,126.0,0.0,1,Lost,3,0.7640965504651887,11.8
13912,423.0,1,124.95,124.95,0.0,1,Lost,3,0.7641248177210702,11.8
13907,691.0,1,136.8,136.8,0.0,1,Lost,3,0.7638056656491492,11.8
12959,483.0,1,150.95,150.95,0.0,1,Lost,3,0.7634241778622036,11.8
12954,638.0,1,162.45,162.45,0.0,1,Lost,3,0.7631138217114378,11.8
14668,444.0,1,111.63,111.63,0.0,1,Lost,3,0.764483204762311,11.8
16237,436.0,1,136.65,136.65,0.0,1,Lost,3,0.7638097074122261,11.8
15431,502.0,1,153.24,153.24,0.0,1,Lost,3,0.7633623988889768,11.8
14874,534.0,1,116.18,116.18,0.0,1,Lost,3,0.7643608251462636,11.8
12969,602.0,1,122.45,122.45,0.0,1,Lost,3,0.7641921112861079,11.8
12964,436.0,1,132.24,132.24,0.0,1,Lost,3,0.7639285138958234,11.8
13702,445.0,1,135.18,135.18,0.0,1,Lost,3,0.7638493141620454,11.8
13701,446.0,1,161.0,161.0,0.0,1,Lost,3,0.7631529690375493,11.8
15474,595.0,1,163.1,163.1,0.0,1,Lost,3,0.7630962714617466,11.8
15486,526.0,1,102.0,102.0,0.0,1,Lost,3,0.7647420741360834,11.8
15496,630.0,1,146.14,146.14,0.0,1,Lost,3,0.7635539044374063,11.8
16559,396.0,1,185.2,185.2,0.0,1,Lost,3,0.7624990296077354,11.9
16562,476.0,1,223.86,223.86,0.0,1,Lost,3,0.7614517710878579,11.9
14928,627.0,1,223.91,223.91,0.0,1,Lost,3,0.7614504145895435,11.9
14941,578.0,1,182.1,182.1,0.0,1,Lost,3,0.7625828680880157,11.9
14892,690.0,1,202.35,202.35,0.0,1,Lost,3,0.7620348452592056,11.9
14945,413.0,1,179.4,179.4,0.0,1,Lost,3,0.7626558720919453,11.9
16002,624.0,1,169.21,169.21,0.0,1,Lost,3,0.7629312552924269,11.9
14278,409.0,1,205.83,205.83,0.0,1,Lost,3,0.7619405789735839,11.9
16599,385.0,1,172.8,172.8,0.0,1,Lost,3,0.7628342612217467,11.9
17261,509.0,1,230.44,230.44,0.0,1,Lost,3,0.7612732103915724,11.9
16388,653.0,1,186.05,186.05,0.0,1,Lost,3,0.7624760380767945,11.9
13671,394.0,1,194.95,194.95,0.0,1,Lost,3,0.7622352112105112,11.9
15295,653.0,1,217.24,217.24,0.0,1,Lost,3,0.7616313246827722,11.9
17151,734.0,1,231.9,231.9,0.0,1,Lost,3,0.761233578106646,11.9
15294,410.0,1,233.35,233.35,0.0,1,Lost,3,0.7611942128064124,11.9
13944,652.0,1,200.43,200.43,0.0,1,Lost,3,0.7620868432544146,11.9
13547,407.0,1,175.53,175.53,0.0,1,Lost,3,0.7627604841971408,11.9
16408,590.0,1,231.93,231.93,0.0,1,Lost,3,0.76123276369728,11.9
13063,480.0,1,188.4,188.4,0.0,1,Lost,3,0.7624124652816066,11.9
16822,685.0,1,181.39,181.39,0.0,1,Lost,3,0.7626020669356691,11.9
17586,618.0,1,167.4,167.4,0.0,1,Lost,3,0.7629801472266925,11.9
14017,570.0,1,229.75,229.75,0.0,1,Lost,3,0.7612919391466312,11.9
17575,666.0,1,171.7,171.7,0.0,1,Lost,3,0.7628639837590075,11.9
17587,627.0,1,181.66,181.66,0.0,1,Lost,3,0.7625947660914274,11.9
14521,490.0,1,199.45,199.45,0.0,1,Lost,3,0.7621133808851542,11.9
13114,730.0,1,234.38,234.38,0.0,1,Lost,3,0.761166247163465,11.9
15647,414.0,1,169.0,169.0,0.0,1,Lost,3,0.7629369281937441,11.9
16901,728.0,1,204.26,204.26,0.0,1,Lost,3,0.7619831103326519,11.9
16090,623.0,1,205.91,205.91,0.0,1,Lost,3,0.7619384116306642,11.9
14003,732.0,1,209.41,209.41,0.0,1,Lost,3,0.7618435770976681,11.9
13088,416.0,1,236.11,236.11,0.0,1,Lost,3,0.7611192706866236,11.9
14376,682.0,1,215.46,215.46,0.0,1,Lost,3,0.7616795876014053,11.9
15688,418.0,1,190.57,190.57,0.0,1,Lost,3,0.762353751491452,11.9
16299,476.0,1,193.65,193.65,0.0,1,Lost,3,0.7622703986441528,11.9
15072,478.0,1,187.52,187.52,0.0,1,Lost,3,0.7624362726362174,11.9
17215,463.0,1,186.15,186.15,0.0,1,Lost,3,0.7624733330900599,11.9
14445,455.0,1,221.65,221.65,0.0,1,Lost,3,0.7615117230218585,11.9
